Champion,Advantage|% Advantage,Percentile,Count|Number of Players,Smoothed Count|Number of Players,Normalized Count|Normalized Number of Players,Smoothed Normalized Count|Normalized Number of Players,countatadvantage
Evie,0.000,0.46855,1448,1480.228, 4.9374e-02, 5.0474e-02,97205
Evie,0.025,0.52608,1475,1451.968, 5.0295e-02, 4.9510e-02,94342
Evie,0.050,0.58191,1332,1341.456, 4.5419e-02, 4.5742e-02,89831
Evie,0.075,0.63508,1296,1275.462, 4.4191e-02, 4.3492e-02,84775
Evie,0.100,0.68525,1130,1144.386, 3.8531e-02, 3.9022e-02,78203
Evie,0.125,0.73153,1059,1058.342, 3.6110e-02, 3.6088e-02,71645
Evie,0.150,0.77393,963,961.842, 3.2837e-02, 3.2798e-02,64521
Evie,0.175,0.81212,878,871.696, 2.9938e-02, 2.9724e-02,57137
Evie,0.200,0.84593,734,756.297, 2.5028e-02, 2.5789e-02,50898
Evie,0.225,0.87605,723,705.190, 2.4653e-02, 2.4046e-02,43913
Evie,0.250,0.90204,602,603.190, 2.0527e-02, 2.0568e-02,37846
Evie,0.275,0.92444,496,510.715, 1.6913e-02, 1.7415e-02,32110
Evie,0.300,0.94344,445,449.867, 1.5174e-02, 1.5340e-02,26446
Evie,0.325,0.95909,414,402.462, 1.4117e-02, 1.3723e-02,20875
Evie,0.350,0.97145,323,326.728, 1.1014e-02, 1.1141e-02,15903
Evie,0.375,0.98086,256,263.152, 8.7292e-03, 8.9732e-03,11884
Evie,0.400,0.98789,211,213.532, 7.1947e-03, 7.2812e-03,8085
Evie,0.425,0.99268,179,172.557, 6.1036e-03, 5.8840e-03,5329
Evie,0.450,0.99583,109,115.222, 3.7167e-03, 3.9289e-03,3259
Evie,0.475,0.99776,68,75.000, 2.3187e-03, 2.5574e-03,1891
Evie,0.500,0.99888,49,50.759, 1.6708e-03, 1.7308e-03,938
Evie,0.525,0.99943,29,31.076, 9.8885e-04, 1.0597e-03,528
Evie,0.550,0.99975,32,37.247, 1.0911e-03, 1.2701e-03,243
Buck,-0.475,0.00020,6,6.297, 3.0787e-04, 3.2313e-04,271
Buck,-0.450,0.00036,3,4.456, 1.5393e-04, 2.2863e-04,580
Buck,-0.425,0.00070,9,9.899, 4.6180e-04, 5.0792e-04,1141
Buck,-0.400,0.00137,13,16.937, 6.6704e-04, 8.6904e-04,2264
Buck,-0.375,0.00271,32,34.728, 1.6420e-03, 1.7819e-03,4127
Buck,-0.350,0.00516,55,59.563, 2.8221e-03, 3.0563e-03,7011
Buck,-0.325,0.00931,88,95.905, 4.5154e-03, 4.9210e-03,11155
Buck,-0.300,0.01591,148,153.044, 7.5940e-03, 7.8529e-03,16516
Buck,-0.275,0.02568,214,220.513, 1.0981e-02, 1.1315e-02,23856
Buck,-0.250,0.03980,312,308.949, 1.6009e-02, 1.5853e-02,32221
Buck,-0.225,0.05887,373,386.443, 1.9139e-02, 1.9829e-02,41799
Buck,-0.200,0.08361,498,501.348, 2.5553e-02, 2.5725e-02,52324
Buck,-0.175,0.11457,618,619.709, 3.1710e-02, 3.1798e-02,62664
Buck,-0.150,0.15166,754,746.665, 3.8688e-02, 3.8312e-02,73334
Buck,-0.125,0.19506,851,852.525, 4.3666e-02, 4.3744e-02,82203
Buck,-0.100,0.24371,970,961.076, 4.9772e-02, 4.9314e-02,88659
Buck,-0.075,0.29618,1076,1050.544, 5.5211e-02, 5.3905e-02,94456
Buck,-0.050,0.35208,1069,1074.468, 5.4851e-02, 5.5132e-02,97945
Buck,-0.025,0.41004,1108,1110.715, 5.6853e-02, 5.6992e-02,98864
Buck,0.000,0.46855,1180,1151.690, 6.0547e-02, 5.9095e-02,97205
Buck,0.025,0.52608,1135,1122.766, 5.8238e-02, 5.7610e-02,94342
Buck,0.050,0.58191,1055,1063.152, 5.4133e-02, 5.4552e-02,89831
Buck,0.075,0.63508,1039,1023.835, 5.3312e-02, 5.2534e-02,84775
Buck,0.100,0.68525,952,945.101, 4.8848e-02, 4.8494e-02,78203
Buck,0.125,0.73153,834,849.652, 4.2793e-02, 4.3597e-02,71645
Buck,0.150,0.77393,794,792.595, 4.0741e-02, 4.0669e-02,64521
Buck,0.175,0.81212,739,728.797, 3.7919e-02, 3.7395e-02,57137
Buck,0.200,0.84593,646,642.677, 3.3147e-02, 3.2977e-02,50898
Buck,0.225,0.87605,547,551.741, 2.8067e-02, 2.8310e-02,43913
Buck,0.250,0.90204,450,466.563, 2.3090e-02, 2.3940e-02,37846
Buck,0.275,0.92444,437,426.899, 2.2423e-02, 2.1905e-02,32110
Buck,0.300,0.94344,353,356.209, 1.8113e-02, 1.8277e-02,26446
Buck,0.325,0.95909,306,302.810, 1.5701e-02, 1.5538e-02,20875
Buck,0.350,0.97145,220,232.563, 1.1288e-02, 1.1933e-02,15903
Buck,0.375,0.98086,214,201.234, 1.0981e-02, 1.0326e-02,11884
Buck,0.400,0.98789,126,133.184, 6.4652e-03, 6.8338e-03,8085
Buck,0.425,0.99268,76,87.342, 3.8996e-03, 4.4816e-03,5329
Buck,0.450,0.99583,66,67.259, 3.3865e-03, 3.4512e-03,3259
Buck,0.475,0.99776,49,49.519, 2.5142e-03, 2.5409e-03,1891
Buck,0.500,0.99888,36,35.709, 1.8472e-03, 1.8323e-03,938
Buck,0.525,0.99943,17,20.297, 8.7229e-04, 1.0415e-03,528
Buck,0.550,0.99975,21,23.563, 1.0775e-03, 1.2091e-03,243
Androxus,-0.475,0.00020,44,53.101, 9.4140e-04, 1.1361e-03,271
Androxus,-0.450,0.00036,43,55.519, 9.2000e-04, 1.1879e-03,580
Androxus,-0.425,0.00070,101,113.481, 2.1609e-03, 2.4280e-03,1141
Androxus,-0.400,0.00137,191,202.873, 4.0865e-03, 4.3406e-03,2264
Androxus,-0.375,0.00271,307,321.146, 6.5684e-03, 6.8711e-03,4127
Androxus,-0.350,0.00516,474,478.918, 1.0141e-02, 1.0247e-02,7011
Androxus,-0.325,0.00931,632,651.639, 1.3522e-02, 1.3942e-02,11155
Androxus,-0.300,0.01591,834,868.601, 1.7844e-02, 1.8584e-02,16516
Androxus,-0.275,0.02568,1188,1177.247, 2.5418e-02, 2.5188e-02,23856
Androxus,-0.250,0.03980,1448,1449.759, 3.0981e-02, 3.1018e-02,32221
Androxus,-0.225,0.05887,1756,1737.943, 3.7570e-02, 3.7184e-02,41799
Androxus,-0.200,0.08361,1987,1979.589, 4.2513e-02, 4.2354e-02,52324
Androxus,-0.175,0.11457,2182,2192.278, 4.6685e-02, 4.6905e-02,62664
Androxus,-0.150,0.15166,2501,2442.095, 5.3510e-02, 5.2250e-02,73334
Androxus,-0.125,0.19506,2535,2526.741, 5.4237e-02, 5.4061e-02,82203
Androxus,-0.100,0.24371,2644,2608.380, 5.6569e-02, 5.5808e-02,88659
Androxus,-0.075,0.29618,2607,2589.487, 5.5778e-02, 5.5403e-02,94456
Androxus,-0.050,0.35208,2526,2527.278, 5.4045e-02, 5.4072e-02,97945
Androxus,-0.025,0.41004,2486,2466.335, 5.3189e-02, 5.2769e-02,98864
Androxus,0.000,0.46855,2370,2352.861, 5.0707e-02, 5.0341e-02,97205
Androxus,0.025,0.52608,2203,2198.759, 4.7134e-02, 4.7044e-02,94342
Androxus,0.050,0.58191,2037,2033.361, 4.3582e-02, 4.3505e-02,89831
Androxus,0.075,0.63508,1861,1859.658, 3.9817e-02, 3.9788e-02,84775
Androxus,0.100,0.68525,1662,1677.127, 3.5559e-02, 3.5883e-02,78203
Androxus,0.125,0.73153,1549,1537.791, 3.3141e-02, 3.2902e-02,71645
Androxus,0.150,0.77393,1360,1364.430, 2.9098e-02, 2.9193e-02,64521
Androxus,0.175,0.81212,1207,1208.829, 2.5824e-02, 2.5864e-02,57137
Androxus,0.200,0.84593,1050,1056.082, 2.2465e-02, 2.2595e-02,50898
Androxus,0.225,0.87605,903,916.608, 1.9320e-02, 1.9611e-02,43913
Androxus,0.250,0.90204,817,813.519, 1.7480e-02, 1.7406e-02,37846
Androxus,0.275,0.92444,696,697.633, 1.4891e-02, 1.4926e-02,32110
Androxus,0.300,0.94344,600,595.063, 1.2837e-02, 1.2732e-02,26446
Androxus,0.325,0.95909,449,471.437, 9.6065e-03, 1.0087e-02,20875
Androxus,0.350,0.97145,420,411.032, 8.9861e-03, 8.7942e-03,15903
Androxus,0.375,0.98086,321,322.146, 6.8679e-03, 6.8925e-03,11884
Androxus,0.400,0.98789,234,241.975, 5.0065e-03, 5.1772e-03,8085
Androxus,0.425,0.99268,175,180.177, 3.7442e-03, 3.8550e-03,5329
Androxus,0.450,0.99583,127,130.854, 2.7172e-03, 2.7997e-03,3259
Androxus,0.475,0.99776,87,91.215, 1.8614e-03, 1.9516e-03,1891
Androxus,0.500,0.99888,64,63.804, 1.3693e-03, 1.3651e-03,938
Androxus,0.525,0.99943,30,34.911, 6.4186e-04, 7.4695e-04,528
Androxus,0.550,0.99975,31,37.025, 6.6326e-04, 7.9218e-04,243
