division,name,role,skill_level,patch,legendary,avg_dps,sd_dps,avg_sps,sd_sps,avg_hps,sd_hps,avg_kpm,sd_kpm,avg_slayspm,sd_slayspm,avg_xpm,sd_xpm,avg_cpm,sd_cpm,wins,count,champ_count
Keyboard/Mouse Ranked,Imani,Damage,2500+,V2.03,Mana Rift,92.66,24.24,1.67,1.60,0.00,0.00,1.24,0.56,0.70,0.35,0.60,0.25,212.15,46.66,26,66,10780
PS4 Ranked,Imani,Damage,2700+,V2.04,Mana Rift,97.34,28.04,2.35,1.86,0.00,0.00,1.38,0.48,0.69,0.25,0.62,0.29,209.93,39.89,7,16,2372
PS4 Casual,Imani,Damage,2500+,V2.04,Mana Rift,72.85,25.48,1.95,1.93,0.00,0.00,1.35,0.68,0.76,0.43,0.70,0.28,206.33,55.69,520,1124,20623
PS4 Ranked,Imani,Damage,2100+,V2.02,Mana Rift,84.96,25.17,1.94,1.93,0.00,0.00,1.42,0.61,0.79,0.39,0.71,0.27,216.18,51.00,575,1245,19954
PS4 Casual,Imani,Damage,2700+,V2.04,Mana Rift,76.49,26.40,1.79,1.93,0.00,0.00,1.30,0.70,0.73,0.44,0.69,0.28,204.26,55.86,182,431,8651
Keyboard/Mouse Ranked,Imani,Damage,2500+,V2.07,Mana Rift,92.99,16.59,0.70,0.98,0.00,0.00,1.25,0.63,0.61,0.28,0.57,0.19,193.28,51.57,2,5,99
PS4 Casual,Imani,Damage,3000+,V2.04,Mana Rift,80.28,25.95,1.21,1.61,0.00,0.00,1.23,0.69,0.69,0.42,0.64,0.26,200.61,56.21,37,84,1552
PS4 Casual,Imani,Damage,Everyone,V2.03,Mana Rift,65.65,25.02,2.40,1.83,0.00,0.00,1.42,0.68,0.83,0.45,0.71,0.29,207.93,59.56,5451,11068,97494
PS4 Ranked,Imani,Damage,2500+,V2.04,Mana Rift,90.08,30.24,2.53,1.94,0.00,0.00,1.47,0.64,0.79,0.38,0.65,0.25,214.78,52.68,31,70,5324
PS4 Casual,Imani,Damage,2100+,V2.03,Mana Rift,68.91,25.00,2.28,1.92,0.00,0.00,1.39,0.66,0.80,0.43,0.72,0.29,208.11,56.70,3222,6727,66799
PS4 Casual,Imani,Damage,2500+,V2.03,Mana Rift,73.56,24.81,1.99,2.00,0.00,0.00,1.35,0.63,0.76,0.40,0.71,0.29,208.44,52.29,939,2023,26277
PS4 Casual,Imani,Damage,2700+,V2.03,Mana Rift,76.07,25.94,1.76,1.99,0.00,0.00,1.32,0.65,0.74,0.41,0.69,0.28,206.83,53.31,320,699,11026
Keyboard/Mouse Ranked,Imani,Damage,2100+,V2.07,Mana Rift,83.22,22.30,1.59,1.86,0.00,0.00,1.37,0.66,0.73,0.42,0.71,0.23,210.40,52.48,28,59,670
PS4 Casual,Imani,Damage,3000+,V2.03,Mana Rift,82.19,26.87,1.34,1.99,0.00,0.00,1.30,0.71,0.73,0.43,0.68,0.29,206.68,53.58,44,101,2095
PS4 Casual,Imani,Damage,Everyone,V2.02,Mana Rift,64.65,24.44,2.44,1.81,0.00,0.00,1.43,0.68,0.84,0.46,0.69,0.29,207.51,60.12,10319,20609,194638
Keyboard/Mouse Ranked,Imani,Damage,Everyone,V2.03,Mana Rift,92.51,27.98,2.20,1.92,0.00,0.00,1.50,0.69,0.87,0.45,0.67,0.28,223.60,53.36,738,1582,42847
PS4 Ranked,Imani,Damage,2100+,V2.04,Mana Rift,87.33,27.24,2.38,1.98,0.00,0.00,1.49,0.70,0.83,0.43,0.73,0.28,219.08,53.92,271,611,16672
PS4 Casual,Imani,Damage,2100+,V2.02,Mana Rift,69.20,24.59,2.26,1.93,0.00,0.00,1.42,0.66,0.83,0.44,0.71,0.28,209.60,57.48,5675,11692,116495
PS4 Casual,Imani,Damage,2500+,V2.02,Mana Rift,74.29,24.37,1.89,1.99,0.00,0.00,1.39,0.63,0.79,0.41,0.70,0.27,209.04,52.87,1640,3454,38733
PS4 Casual,Imani,Damage,2700+,V2.02,Mana Rift,75.85,24.37,1.61,1.90,0.00,0.00,1.34,0.61,0.76,0.40,0.69,0.26,207.31,50.28,605,1329,15842
PS4 Casual,Imani,Damage,3000+,V2.02,Mana Rift,80.42,26.01,1.26,1.82,0.00,0.00,1.26,0.59,0.73,0.39,0.69,0.24,203.39,44.43,90,229,2709
PS4 Ranked,Imani,Damage,2500+,V2.02,Mana Rift,84.95,24.65,1.69,1.80,0.00,0.00,1.27,0.56,0.68,0.36,0.68,0.26,204.43,46.18,96,226,5692
Keyboard/Mouse Ranked,Imani,Damage,3000+,V2.03,Mana Rift,81.55,8.77,0.00,0.00,0.00,0.00,0.58,0.22,0.30,0.22,0.58,0.17,166.54,5.32,0,2,1388
Keyboard/Mouse Ranked,Imani,Damage,Everyone,V2.07,Mana Rift,80.43,25.48,1.99,1.82,0.00,0.00,1.26,0.68,0.71,0.44,0.73,0.26,204.66,53.17,68,170,1617
Keyboard/Mouse Ranked,Imani,Damage,3000+,V2.04,Mana Rift,93.40,16.16,2.64,0.85,0.00,0.00,1.29,0.63,0.70,0.23,0.49,0.18,210.41,34.93,2,5,923
Crossplatform Casual,Imani,Damage,2500+,V2.06,Mana Rift,70.63,23.67,1.80,1.90,0.00,0.00,1.25,0.61,0.70,0.39,0.68,0.28,202.83,52.74,1618,3682,49758
PS4 Ranked,Imani,Damage,Everyone,V2.04,Mana Rift,80.12,27.45,2.47,1.98,0.00,0.00,1.47,0.71,0.82,0.45,0.72,0.29,217.16,56.30,747,1642,27951
Crossplatform Casual,Imani,Damage,2100+,V2.06,Mana Rift,65.99,23.61,2.06,1.91,0.00,0.00,1.27,0.63,0.72,0.41,0.70,0.28,201.49,54.72,8749,19456,233214
PS4 Ranked,Imani,Damage,2700+,V2.05,Mana Rift,78.12,26.52,1.47,2.10,0.00,0.00,0.90,0.41,0.51,0.25,0.72,0.21,188.90,38.85,5,16,1235
Crossplatform Casual,Imani,Damage,2700+,V2.04,Mana Rift,74.66,24.05,1.71,1.99,0.00,0.00,1.29,0.62,0.71,0.40,0.68,0.28,204.97,50.59,244,510,23345
Crossplatform Casual,Imani,Damage,Everyone,V2.06,Mana Rift,59.67,23.83,2.24,1.80,0.00,0.00,1.24,0.64,0.71,0.41,0.68,0.28,196.33,57.58,21011,45062,493946
Crossplatform Casual,Imani,Damage,3000+,V2.07,Mana Rift,72.65,26.61,0.76,1.72,0.00,0.00,0.85,0.33,0.49,0.28,0.71,0.31,166.56,25.89,0,7,75
Crossplatform Casual,Imani,Damage,2500+,V2.04,Mana Rift,74.01,23.92,1.84,1.97,0.00,0.00,1.33,0.62,0.74,0.40,0.70,0.28,206.60,51.81,853,1846,58148
Crossplatform Casual,Imani,Damage,2500+,V2.03,Mana Rift,76.35,24.62,1.83,1.93,0.00,0.00,1.32,0.64,0.75,0.41,0.69,0.28,207.66,52.22,1482,3226,70540
Crossplatform Casual,Imani,Damage,2700+,V2.07,Mana Rift,74.34,27.34,1.48,1.65,0.00,0.00,1.11,0.60,0.62,0.42,0.67,0.30,190.47,57.05,23,72,611
Crossplatform Casual,Imani,Damage,2500+,V2.07,Mana Rift,73.34,25.47,1.74,1.73,0.00,0.00,1.21,0.63,0.70,0.43,0.65,0.28,200.16,55.05,77,183,1900
Crossplatform Casual,Imani,Damage,2100+,V2.04,Mana Rift,71.38,25.09,2.21,1.92,0.00,0.00,1.39,0.66,0.79,0.43,0.69,0.28,208.49,56.02,4549,9317,187661
Keyboard/Mouse Ranked,Imani,Damage,2700+,V2.04,Mana Rift,97.95,18.52,2.11,1.21,0.00,0.00,1.35,0.50,0.78,0.36,0.65,0.28,218.36,36.02,8,15,4457
Crossplatform Casual,Imani,Damage,Everyone,V2.04,Mana Rift,64.89,26.15,2.33,1.78,0.00,0.00,1.36,0.68,0.79,0.45,0.67,0.28,202.90,58.93,11480,23154,381450
Crossplatform Casual,Imani,Damage,2100+,V2.07,Mana Rift,69.55,23.89,1.91,1.88,0.00,0.00,1.31,0.64,0.75,0.41,0.68,0.28,204.85,55.15,503,1106,11207
Crossplatform Casual,Imani,Damage,3000+,V2.05,Mana Rift,73.19,24.18,1.80,1.85,0.00,0.00,1.10,0.50,0.58,0.33,0.64,0.25,190.35,49.99,50,137,3260
Crossplatform Casual,Imani,Damage,2100+,V2.03,Mana Rift,73.55,25.16,2.10,1.89,0.00,0.00,1.40,0.65,0.81,0.43,0.69,0.28,209.86,55.18,7071,14552,219694
Crossplatform Casual,Imani,Damage,Everyone,V2.07,Mana Rift,62.48,24.03,2.20,1.83,0.00,0.00,1.30,0.66,0.74,0.43,0.69,0.28,200.34,58.69,1632,3520,30967
Keyboard/Mouse Ranked,Imani,Damage,2500+,V2.04,Mana Rift,100.28,22.84,2.10,1.66,0.00,0.00,1.44,0.60,0.81,0.37,0.62,0.25,226.77,46.60,27,47,8808
Crossplatform Casual,Imani,Damage,2700+,V2.05,Mana Rift,70.25,21.54,1.67,1.88,0.00,0.00,1.20,0.56,0.65,0.35,0.68,0.26,198.55,48.65,552,1301,25802
Crossplatform Casual,Imani,Damage,2500+,V2.05,Mana Rift,68.59,22.66,1.76,1.87,0.00,0.00,1.24,0.59,0.68,0.38,0.69,0.27,200.32,50.60,2003,4523,77494
Keyboard/Mouse Ranked,Imani,Damage,2100+,V2.04,Mana Rift,96.66,25.03,2.26,1.95,0.00,0.00,1.45,0.60,0.82,0.40,0.69,0.27,217.40,48.21,129,292,21477
Keyboard/Mouse Ranked,Imani,Damage,2100+,V2.03,Mana Rift,96.28,25.68,2.02,1.91,0.00,0.00,1.47,0.66,0.82,0.41,0.67,0.27,223.15,49.80,209,494,26472
Keyboard/Mouse Ranked,Imani,Damage,Everyone,V2.04,Mana Rift,93.25,28.16,2.16,1.92,0.00,0.00,1.54,0.69,0.91,0.45,0.66,0.27,224.45,52.84,518,1034,34204
Keyboard/Mouse Ranked,Imani,Damage,3000+,V2.05,Mana Rift,95.78,19.07,1.69,2.49,0.00,0.00,1.34,0.49,0.84,0.37,0.57,0.30,224.40,44.47,3,5,472
Keyboard/Mouse Ranked,Imani,Damage,2700+,V2.05,Mana Rift,84.34,24.58,1.56,1.98,0.00,0.00,1.03,0.58,0.57,0.40,0.68,0.26,195.54,43.75,14,44,2849
Keyboard/Mouse Ranked,Imani,Damage,Everyone,V2.02,Mana Rift,96.35,28.02,1.97,1.87,0.00,0.00,1.49,0.67,0.86,0.43,0.63,0.27,222.93,51.51,1492,3244,65296
Crossplatform Casual,Imani,Damage,2100+,V2.05,Mana Rift,64.80,23.05,2.13,1.91,0.00,0.00,1.27,0.63,0.72,0.40,0.70,0.28,200.05,53.42,10990,24122,313391
Keyboard/Mouse Ranked,Imani,Damage,2500+,V2.05,Mana Rift,85.70,23.32,1.73,1.95,0.00,0.00,1.14,0.58,0.64,0.38,0.66,0.26,203.34,47.95,46,120,6451
Controller Ranked,Imani,Damage,2700+,V2.02,Mana Rift,80.10,14.93,1.54,2.08,0.00,0.00,1.20,0.50,0.63,0.30,0.68,0.29,205.63,44.68,4,13,407
Controller Ranked,Imani,Damage,2500+,V2.02,Mana Rift,78.41,18.95,1.78,2.21,0.00,0.00,1.22,0.51,0.66,0.31,0.72,0.27,201.65,43.95,30,71,1641
Keyboard/Mouse Ranked,Imani,Damage,2100+,V2.02,Mana Rift,102.44,27.03,1.83,1.77,0.00,0.00,1.46,0.62,0.82,0.38,0.61,0.25,223.76,47.77,583,1310,38488
Controller Ranked,Imani,Damage,2100+,V2.02,Mana Rift,81.59,23.36,2.00,2.11,0.00,0.00,1.39,0.57,0.78,0.37,0.72,0.27,213.13,45.90,242,521,7801
Controller Ranked,Imani,Damage,Everyone,V2.02,Mana Rift,76.75,25.28,2.08,1.96,0.00,0.00,1.40,0.64,0.78,0.41,0.69,0.28,210.19,52.58,840,1842,17841
Keyboard/Mouse Ranked,Imani,Damage,2100+,V2.05,Mana Rift,86.12,26.98,2.12,2.04,0.00,0.00,1.27,0.64,0.69,0.39,0.68,0.28,209.45,50.00,329,799,25621
Crossplatform Casual,Imani,Damage,2700+,V2.03,Mana Rift,77.19,24.30,1.66,1.92,0.00,0.00,1.26,0.61,0.70,0.39,0.69,0.29,203.38,50.00,469,1094,28291
Controller Ranked,Imani,Damage,2700+,V2.03,Mana Rift,77.74,14.62,1.00,1.51,0.00,0.00,1.25,0.55,0.62,0.26,0.68,0.26,214.04,49.61,6,11,366
Crossplatform Casual,Imani,Damage,3000+,V2.02,Mana Rift,83.33,24.35,1.56,1.67,0.00,0.00,1.27,0.63,0.69,0.38,0.63,0.26,206.95,49.90,160,356,8320
Controller Ranked,Imani,Damage,2500+,V2.03,Mana Rift,75.21,15.94,1.43,1.82,0.00,0.00,1.34,0.56,0.71,0.38,0.72,0.28,215.62,45.38,29,47,1270
Crossplatform Casual,Imani,Damage,2700+,V2.02,Mana Rift,79.14,24.63,1.66,1.81,0.00,0.00,1.33,0.62,0.74,0.39,0.66,0.27,208.06,49.80,983,2196,42908
Controller Ranked,Imani,Damage,2100+,V2.03,Mana Rift,77.63,22.83,2.04,2.04,0.00,0.00,1.34,0.60,0.72,0.39,0.75,0.25,205.50,47.37,176,418,7534
Controller Ranked,Imani,Damage,Everyone,V2.03,Mana Rift,73.97,24.77,2.20,1.98,0.00,0.00,1.34,0.64,0.74,0.41,0.73,0.28,205.48,52.65,579,1319,16107
Crossplatform Casual,Imani,Damage,2500+,V2.02,Mana Rift,76.28,24.66,1.85,1.90,0.00,0.00,1.36,0.63,0.76,0.40,0.67,0.28,208.21,51.38,3088,6556,108329
Controller Ranked,Imani,Damage,2700+,V2.04,Mana Rift,72.44,29.40,1.83,2.43,0.00,0.00,1.03,0.38,0.56,0.28,0.86,0.33,177.04,26.80,0,5,367
Crossplatform Casual,Imani,Damage,2100+,V2.02,Mana Rift,72.77,25.18,2.09,1.87,0.00,0.00,1.41,0.66,0.81,0.43,0.68,0.28,209.57,55.58,13566,27856,364134
Keyboard/Mouse Ranked,Imani,Damage,Everyone,V2.05,Mana Rift,81.38,26.51,2.10,1.99,0.00,0.00,1.31,0.65,0.74,0.42,0.69,0.28,209.94,52.00,1119,2682,52019
Controller Ranked,Imani,Damage,2500+,V2.04,Mana Rift,85.98,26.76,1.33,1.75,0.00,0.00,1.30,0.44,0.76,0.29,0.74,0.26,204.60,38.42,5,20,1221
Crossplatform Casual,Imani,Damage,Everyone,V2.02,Mana Rift,67.65,25.46,2.25,1.78,0.00,0.00,1.40,0.67,0.82,0.45,0.67,0.28,206.53,58.13,30004,60325,667620
Crossplatform Casual,Imani,Damage,3000+,V2.03,Mana Rift,80.83,22.10,1.64,1.87,0.00,0.00,1.20,0.58,0.65,0.36,0.66,0.27,205.50,44.99,70,168,5171
Controller Ranked,Imani,Damage,2100+,V2.04,Mana Rift,81.91,27.51,2.44,2.01,0.00,0.00,1.36,0.61,0.75,0.38,0.75,0.27,208.38,49.54,96,229,6448
Crossplatform Casual,Imani,Damage,Everyone,V2.05,Mana Rift,59.17,23.21,2.28,1.81,0.00,0.00,1.25,0.63,0.71,0.41,0.69,0.28,195.33,56.09,25253,54421,600851
Keyboard/Mouse Ranked,Imani,Damage,3000+,V2.06,Mana Rift,105.01,19.30,2.27,2.58,0.00,0.00,1.12,0.06,0.66,0.15,0.46,0.16,217.84,34.14,1,3,39
PS4 Ranked,Imani,Damage,Everyone,V2.06,Mana Rift,69.60,23.89,2.46,1.97,0.00,0.00,1.25,0.63,0.70,0.40,0.76,0.29,205.47,55.08,1158,2768,24656
Controller Ranked,Imani,Damage,Everyone,V2.04,Mana Rift,75.92,26.48,2.53,2.00,0.00,0.00,1.36,0.63,0.76,0.40,0.72,0.27,207.79,54.54,364,830,12843
PS4 Ranked,Imani,Damage,2100+,V2.06,Mana Rift,72.74,23.05,2.41,2.12,0.00,0.00,1.21,0.58,0.67,0.37,0.78,0.27,202.41,49.99,379,941,9814
Controller Ranked,Imani,Damage,2700+,V2.05,Mana Rift,69.04,14.58,1.17,1.36,0.00,0.00,1.24,0.53,0.63,0.33,0.74,0.18,189.90,42.62,3,7,233
Controller Ranked,Imani,Damage,2500+,V2.05,Mana Rift,64.47,18.10,1.97,2.32,0.00,0.00,0.97,0.51,0.53,0.29,0.82,0.23,175.56,40.55,5,23,955
Controller Ranked,Imani,Damage,2100+,V2.05,Mana Rift,68.86,23.43,2.43,2.03,0.00,0.00,1.13,0.59,0.59,0.37,0.74,0.26,190.74,49.32,160,415,6708
PS4 Ranked,Imani,Damage,2500+,V2.06,Mana Rift,73.12,21.32,1.87,2.02,0.00,0.00,1.08,0.48,0.55,0.33,0.76,0.27,191.67,42.63,17,62,1147
Controller Ranked,Imani,Damage,Everyone,V2.05,Mana Rift,66.96,24.36,2.32,2.07,0.00,0.00,1.20,0.63,0.66,0.40,0.75,0.27,194.66,54.53,736,1833,17469
Controller Ranked,Imani,Damage,2700+,V2.06,Mana Rift,51.07,5.19,2.62,3.70,0.00,0.00,1.02,0.49,0.47,0.18,0.94,0.41,174.40,55.36,1,2,82
PS4 Ranked,Imani,Damage,2700+,V2.06,Mana Rift,74.59,16.35,1.16,2.08,0.00,0.00,0.87,0.38,0.46,0.24,0.75,0.24,180.34,25.39,1,6,295
Controller Ranked,Imani,Damage,2500+,V2.06,Mana Rift,57.61,22.85,3.24,2.31,0.00,0.00,0.77,0.48,0.41,0.33,0.86,0.26,167.58,35.24,5,17,417
PS4 Ranked,Imani,Damage,Everyone,V2.05,Mana Rift,69.49,23.99,2.41,2.06,0.00,0.00,1.25,0.64,0.69,0.40,0.77,0.28,204.80,52.81,1416,3427,34561
PS4 Ranked,Imani,Damage,2100+,V2.05,Mana Rift,74.13,24.16,2.29,2.12,0.00,0.00,1.23,0.63,0.67,0.38,0.78,0.28,204.32,49.82,459,1179,16544
Keyboard/Mouse Ranked,Imani,Damage,2700+,V2.03,Mana Rift,84.62,15.97,1.43,1.62,0.00,0.00,0.98,0.45,0.53,0.28,0.59,0.18,197.80,38.76,9,25,5980
Controller Ranked,Imani,Damage,2100+,V2.06,Mana Rift,69.40,23.24,2.44,1.98,0.00,0.00,1.14,0.60,0.63,0.37,0.77,0.25,191.33,48.69,136,355,4128
PS4 Ranked,Imani,Damage,3000+,V2.02,Mana Rift,83.93,14.64,1.52,1.77,0.00,0.00,1.22,0.31,0.60,0.35,0.53,0.18,201.20,44.92,3,8,206
Keyboard/Mouse Ranked,Imani,Damage,3000+,V2.02,Mana Rift,95.10,26.51,1.61,2.11,0.00,0.00,1.12,0.54,0.60,0.35,0.61,0.31,196.39,48.00,6,20,1526
Controller Ranked,Imani,Damage,Everyone,V2.06,Mana Rift,68.07,23.45,2.24,1.96,0.00,0.00,1.21,0.62,0.69,0.40,0.74,0.27,196.38,53.27,649,1596,12934
PS4 Ranked,Imani,Damage,2700+,V2.02,Mana Rift,85.74,25.14,1.87,1.96,0.00,0.00,1.21,0.51,0.64,0.35,0.65,0.25,202.50,39.89,27,70,2133
Keyboard/Mouse Ranked,Imani,Damage,2700+,V2.02,Mana Rift,106.54,27.86,1.74,1.70,0.00,0.00,1.37,0.63,0.75,0.36,0.58,0.24,221.19,46.82,61,144,7218
Keyboard/Mouse Ranked,Imani,Damage,2500+,V2.02,Mana Rift,106.34,27.02,1.83,1.75,0.00,0.00,1.43,0.63,0.79,0.38,0.58,0.24,222.14,46.95,156,373,14523
PS4 Ranked,Imani,Damage,2500+,V2.05,Mana Rift,75.41,25.52,1.84,2.06,0.00,0.00,1.02,0.50,0.55,0.28,0.82,0.27,193.98,41.76,30,86,3187
PS4 Ranked,Pip,Support,2700+,V2.06,Mega Potion,60.60,24.78,0.00,0.00,119.47,44.87,1.45,0.60,0.35,0.22,0.42,0.28,232.08,52.02,140,301,664
PS4 Ranked,Pip,Support,3000+,V2.06,Mega Potion,70.66,18.97,0.00,0.00,132.72,33.42,1.64,0.57,0.40,0.19,0.28,0.19,251.63,45.18,37,67,109
PS4 Ranked,Pip,Support,Everyone,V2.05,Mega Potion,44.39,16.56,0.00,0.00,51.13,38.99,1.25,0.68,0.33,0.24,0.68,0.31,201.85,56.35,4197,9573,22092
PS4 Ranked,Pip,Support,2100+,V2.05,Mega Potion,46.61,16.92,0.00,0.00,69.44,43.38,1.30,0.65,0.32,0.23,0.63,0.30,208.62,54.33,1728,3888,9925
PS4 Ranked,Pip,Support,2500+,V2.05,Mega Potion,50.99,19.90,0.00,0.00,102.53,45.21,1.38,0.64,0.33,0.23,0.49,0.29,221.65,52.69,395,867,2480
PS4 Ranked,Pip,Support,2700+,V2.05,Mega Potion,56.20,22.06,0.00,0.00,118.52,43.20,1.44,0.66,0.35,0.24,0.38,0.25,231.25,51.44,193,422,1200
Crossplatform Casual,Pip,Support,2100+,V2.03,Mega Potion,45.15,16.81,0.00,0.00,60.66,36.29,1.38,0.67,0.39,0.27,0.59,0.29,208.94,55.99,22476,45949,129656
PS4 Ranked,Pip,Support,Everyone,V2.04,Mega Potion,44.92,16.34,0.00,0.00,60.34,41.64,1.32,0.67,0.34,0.24,0.66,0.30,207.20,54.98,1568,3495,7962
PS4 Ranked,Pip,Support,2100+,V2.04,Mega Potion,46.30,15.91,0.00,0.00,78.96,42.55,1.37,0.65,0.33,0.22,0.62,0.28,212.62,53.24,703,1597,4067
PS4 Ranked,Pip,Support,2500+,V2.04,Mega Potion,47.25,16.62,0.00,0.00,102.70,43.94,1.36,0.58,0.32,0.21,0.53,0.27,221.52,49.31,175,386,1270
PS4 Ranked,Pip,Support,2700+,V2.04,Mega Potion,50.06,18.38,0.00,0.00,119.21,39.89,1.43,0.57,0.31,0.19,0.44,0.23,230.34,46.09,89,180,672
PS4 Ranked,Pip,Support,3000+,V2.04,Mega Potion,51.80,17.71,0.00,0.00,123.75,28.75,1.37,0.61,0.25,0.16,0.43,0.18,221.89,46.60,10,29,159
PS4 Ranked,Pip,Support,Everyone,V2.03,Mega Potion,45.24,17.05,0.00,0.00,59.91,44.79,1.31,0.68,0.34,0.24,0.66,0.31,208.77,57.33,1778,3989,9232
PS4 Ranked,Pip,Support,2100+,V2.03,Mega Potion,47.34,17.14,0.00,0.00,80.67,47.46,1.37,0.67,0.33,0.23,0.62,0.30,217.06,55.32,854,1920,4729
PS4 Ranked,Pip,Support,2500+,V2.03,Mega Potion,52.65,19.56,0.00,0.00,116.75,47.50,1.49,0.63,0.35,0.22,0.49,0.28,232.59,53.53,218,506,1402
PS4 Ranked,Pip,Support,2700+,V2.03,Mega Potion,56.98,20.08,0.00,0.00,132.75,42.80,1.57,0.61,0.36,0.23,0.39,0.24,243.44,49.94,137,296,771
PS4 Ranked,Pip,Support,3000+,V2.03,Mega Potion,58.45,18.39,0.00,0.00,143.36,37.48,1.54,0.64,0.33,0.22,0.30,0.21,248.74,51.68,33,67,165
PS4 Ranked,Pip,Support,Everyone,V2.02,Mega Potion,44.80,16.45,0.00,0.00,59.24,41.48,1.31,0.67,0.35,0.25,0.65,0.29,208.22,55.45,2303,5069,10253
PS4 Ranked,Pip,Support,2100+,V2.02,Mega Potion,46.62,16.30,0.00,0.00,79.40,42.69,1.40,0.64,0.35,0.23,0.61,0.29,216.77,52.61,1085,2371,5147
PS4 Ranked,Pip,Support,2500+,V2.02,Mega Potion,48.14,17.11,0.00,0.00,106.00,44.51,1.43,0.63,0.33,0.22,0.51,0.28,225.32,50.84,318,705,1636
PS4 Ranked,Pip,Support,2700+,V2.02,Mega Potion,49.76,17.52,0.00,0.00,121.41,44.14,1.41,0.62,0.33,0.22,0.46,0.27,229.57,50.37,133,301,763
PS4 Casual,Pip,Support,2700+,V2.03,Mega Potion,41.32,15.21,0.00,0.00,76.91,38.88,1.29,0.61,0.31,0.22,0.56,0.29,209.94,53.24,920,1963,5327
PS4 Ranked,Pip,Support,3000+,V2.02,Mega Potion,54.41,13.80,0.00,0.00,125.62,47.38,1.43,0.60,0.39,0.21,0.42,0.24,232.80,52.63,14,33,88
Crossplatform Casual,Pip,Support,2500+,V2.06,Mega Potion,45.22,17.12,0.00,0.00,58.39,36.02,1.31,0.68,0.36,0.26,0.61,0.29,205.74,55.49,8964,19818,72949
Crossplatform Casual,Pip,Support,2700+,V2.06,Mega Potion,44.09,16.63,0.00,0.00,71.91,38.87,1.31,0.66,0.34,0.25,0.57,0.29,210.46,54.11,2504,5476,24265
Crossplatform Casual,Pip,Support,3000+,V2.06,Mega Potion,42.31,16.18,0.00,0.00,95.27,40.82,1.29,0.64,0.30,0.23,0.50,0.26,218.13,54.54,266,579,3293
Crossplatform Casual,Pip,Support,Everyone,V2.05,Mega Potion,42.59,17.42,0.00,0.00,33.76,29.90,1.31,0.72,0.42,0.31,0.64,0.30,196.10,60.71,115685,238837,602789
Crossplatform Casual,Pip,Support,2100+,V2.05,Mega Potion,44.33,16.84,0.00,0.00,47.69,32.86,1.34,0.69,0.39,0.28,0.63,0.30,203.40,57.36,50651,105389,310728
PS4 Casual,Pip,Support,2500+,V2.03,Mega Potion,41.43,16.04,0.00,0.00,63.96,37.71,1.29,0.65,0.33,0.24,0.60,0.30,206.47,55.21,2085,4455,11568
PS4 Casual,Pip,Support,2100+,V2.03,Mega Potion,40.30,16.20,0.00,0.00,46.02,35.32,1.28,0.67,0.35,0.26,0.66,0.31,199.51,58.17,5511,11745,28463
PS4 Casual,Pip,Support,Everyone,V2.03,Mega Potion,38.04,16.34,0.00,0.00,31.61,32.37,1.24,0.70,0.38,0.28,0.69,0.32,191.36,62.20,10329,22295,49398
PS4 Casual,Pip,Support,3000+,V2.04,Mega Potion,39.35,13.81,0.00,0.00,94.89,40.69,1.28,0.60,0.30,0.22,0.48,0.27,219.72,56.17,166,330,1155
PS4 Casual,Pip,Support,2700+,V2.04,Mega Potion,40.34,14.53,0.00,0.00,76.23,38.27,1.30,0.62,0.32,0.22,0.56,0.29,210.82,52.50,807,1683,5180
Controller Ranked,Pip,Support,Everyone,V2.07,Mega Potion,45.90,18.09,0.00,0.00,50.63,38.96,1.28,0.69,0.35,0.27,0.66,0.30,201.83,57.39,185,412,1205
Controller Ranked,Pip,Support,2100+,V2.07,Mega Potion,46.52,19.53,0.00,0.00,93.59,43.40,1.44,0.67,0.31,0.24,0.54,0.31,218.86,47.24,14,27,72
PS4 Casual,Pip,Support,2500+,V2.04,Mega Potion,40.97,15.38,0.00,0.00,62.33,37.01,1.29,0.65,0.33,0.24,0.61,0.30,205.11,53.95,1832,4013,11282
Controller Ranked,Pip,Support,Everyone,V2.06,Mega Potion,42.61,16.29,0.00,0.00,47.18,34.08,1.17,0.64,0.31,0.23,0.68,0.29,193.43,55.20,1525,3607,9404
Controller Ranked,Pip,Support,2100+,V2.06,Mega Potion,43.62,15.86,0.00,0.00,64.06,37.38,1.21,0.63,0.29,0.21,0.65,0.29,199.94,53.43,474,1083,3138
Controller Ranked,Pip,Support,2500+,V2.06,Mega Potion,42.94,16.39,0.00,0.00,78.19,41.06,1.25,0.69,0.26,0.20,0.60,0.28,203.90,57.32,54,116,378
PS4 Casual,Pip,Support,2100+,V2.04,Mega Potion,39.93,16.04,0.00,0.00,43.30,33.87,1.25,0.67,0.35,0.26,0.66,0.30,196.78,57.53,5317,11642,28053
Controller Ranked,Pip,Support,2700+,V2.06,Mega Potion,46.94,23.83,0.00,0.00,75.62,44.28,1.29,0.77,0.28,0.22,0.58,0.35,209.63,62.89,9,21,84
PS4 Casual,Pip,Support,Everyone,V2.04,Mega Potion,36.93,16.61,0.00,0.00,27.07,29.78,1.19,0.70,0.37,0.29,0.70,0.32,186.79,61.80,11949,26252,53748
Controller Ranked,Pip,Support,Everyone,V2.05,Mega Potion,41.72,15.56,0.00,0.00,48.56,33.94,1.23,0.66,0.32,0.24,0.67,0.29,195.14,55.56,1698,3876,10442
